,AwardID,Group,Region,"Claim Type 1: Breach of Contract,Breach of Implied Contract",Claim Type 2: QuasiContractual Claims,Claim Type 3: Breach of Fiduciary Duty,Claim Type 4: Negligence,Claim Type 5: Failure to Supervise/Negligent Supervision,Claim Type 6: Fraud,Claim Type 7: Unjust Enrichment,Claim Type 8: Suitability or Unsuitability,Claim Type 9: Misrepresentation,Claim Type 10: Unauthorized Trading,Claim Type 11: Churning,Claim Type 12: Failure to Execute,Claim Type 13: Breach of Promissory Note,Claim Type 14: Conversion 1,Claim Type 15: Violation of Securities Laws/Regulations,Claim Type 16: Employment Related Claims,Claim Type 17: Other,Length of Case,Winner
8094,10-02002,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,482.0,Claimant
8095,10-02736,Group 3: One Attorney,Northeast,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,438.0,Claimant
8096,10-03974,Group 3: One Attorney,South,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,355.0,Claimant
8097,11-01712,Group 3: One Attorney,West,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,526.0,Respondent
8098,10-05821,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.0,Respondent
8099,10-03587,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.0,Respondent
8100,10-04142,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.0,Respondent
8102,10-02653,Group 3: One Attorney,South,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,443.0,Claimant
8103,09-01700,Group 1: Pro Se,Northeast,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,871.0,Respondent
8104,11-01345,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139.0,Claimant
8105,11-00609,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,Claimant
8106,10-04487,Group 1: Pro Se,South,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,328.0,Claimant
8107,10-01749,Group 2: One Non-Attorney,West,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,491.0,Claimant
8108,10-04626,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,309.0,Respondent
8109,10-01483,Group 3: One Attorney,Northeast,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,505.0,Respondent
8110,11-00222,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0,Claimant
8114,08-00252,Group 3: One Attorney,Midwest,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1299.0,Respondent
8115,09-05762,Group 3: One Attorney,Northeast,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,679.0,Claimant
8116,10-05581,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.0,Respondent
8117,09-03910,Group 3: One Attorney,Midwest,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,781.0,Claimant
8118,10-02006,Group 3: One Attorney,West,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,471.0,Respondent
8119,10-01739,Group 3: One Attorney,Northeast,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,486.0,Respondent
8120,09-02545,Group 3: One Attorney,Northeast,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.0,Respondent
8121,10-03144,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,401.0,Claimant
8123,10-02870,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.0,Claimant
8124,10-04565,Group 3: One Attorney,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.0,Claimant
8125,10-01310,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.0,Claimant
8127,09-03580,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.0,Claimant
8128,10-05055,Group 3: One Attorney,Northeast,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,279.0,Claimant
8129,11-00891,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,Claimant
8130,09-06144,Group 2: One Non-Attorney,South,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,652.0,Claimant
8131,10-01541,Group 3: One Attorney,South,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,497.0,Claimant
8132,09-05551,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689.0,Claimant
8133,10-02489,Group 3: One Attorney,Northeast,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,440.0,Claimant
8134,10-02482,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.0,Claimant
8135,10-00615,Group 3: One Attorney,Northeast,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,547.0,Claimant
8136,08-01087,Group 3: One Attorney,Northeast,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1215.0,Respondent
8137,10-02021,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.0,Claimant
8139,10-02729,Group 3: One Attorney,West,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,427.0,Claimant
8140,11-00216,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0,Respondent
8141,10-04720,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.0,Claimant
8142,09-05301,Group 3: One Attorney,Midwest,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,694.0,Claimant
8143,10-01130,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.0,Claimant
8144,10-03277,Group 3: One Attorney,Midwest,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,385.0,Claimant
8145,11-01231,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,Claimant
8146,10-02160,Group 1: Pro Se,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.0,Claimant
8147,10-05552,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.0,Claimant
8148,10-00377,Group 3: One Attorney,West,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,556.0,Claimant
8149,09-04041,Group 2: One Non-Attorney,Northeast,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,758.0,Claimant
8150,10-01700,Group 3: One Attorney,West,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,482.0,Respondent
8151,10-02903,Group 3: One Attorney,Midwest,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,412.0,Claimant
8153,09-03627,Group 3: One Attorney,South,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,779.0,Respondent
8155,10-00749,Group 3: One Attorney,Northeast,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,538.0,Respondent
8157,11-00151,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0,Claimant
8158,09-00994,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,891.0,Claimant
8160,10-04044,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328.0,Claimant
8161,10-04843,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.0,Claimant
8162,10-01209,Group 3: One Attorney,Northeast,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,510.0,Respondent
8163,11-00100,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0,Claimant
8165,10-00059,Group 3: One Attorney,Northeast,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,575.0,Respondent
8166,10-01489,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.0,Claimant
8167,11-00970,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,151.0,Claimant
8169,11-01010,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,Claimant
8170,09-06264,Group 3: One Attorney,Northeast,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,637.0,Respondent
8171,09-06590,Group 2: One Non-Attorney,South,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,622.0,Claimant
8172,10-03684,Group 3: One Attorney,Northeast,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,354.0,Respondent
8173,10-00847,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.0,Claimant
8174,09-06722,Group 1: Pro Se,West,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,615.0,Claimant
8175,10-00802,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.0,Claimant
8176,11-01336,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,Claimant
8177,09-06607,Group 3: One Attorney,South,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,623.0,Claimant
8178,10-00722,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.0,Respondent
8179,10-01343,Group 2: One Non-Attorney,South,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,501.0,Claimant
8181,09-01331,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873.0,Respondent
8183,10-04301,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,313.0,Claimant
8184,10-01450,Group 3: One Attorney,West,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,490.0,Claimant
8185,10-01340,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.0,Claimant
8186,09-06798,Group 3: One Attorney,Northeast,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,607.0,Claimant
8188,09-02095,Group 3: One Attorney,South,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,835.0,Respondent
8189,09-05498,Group 3: One Attorney,South,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,676.0,Claimant
8190,09-05640,Group 2: One Non-Attorney,South,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,668.0,Respondent
8192,10-01687,Group 3: One Attorney,Northeast,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,477.0,Claimant
8194,09-06804,Group 3: One Attorney,South,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,604.0,Claimant
8195,09-06564,Group 3: One Attorney,West,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,618.0,Claimant
8196,10-03444,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.0,Claimant
8197,10-02820,Group 3: One Attorney,Northeast,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,409.0,Respondent
8198,09-04236,Group 3: One Attorney,South,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,743.0,Claimant
8200,09-06230,Group 3: One Attorney,South,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,636.0,Claimant
8201,10-04748,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.0,Respondent
8202,10-03340,Group 3: One Attorney,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,368.0,Claimant
8203,10-02569,Group 3: One Attorney,South,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,426.0,Respondent
8204,09-06707,Group 3: One Attorney,West,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,610.0,Claimant
8205,09-06329,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,628.0,Claimant
8206,09-06623,Group 3: One Attorney,Northeast,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,613.0,Claimant
8207,09-04362,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734.0,Claimant
8208,09-00906,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,886.0,Claimant
8209,08-03738,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.0,Claimant
8210,09-06787,Group 3: One Attorney,West,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,601.0,Claimant
8211,09-03670,Group 3: One Attorney,West,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,766.0,Respondent
8212,10-00400,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.0,Respondent
8215,10-05233,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.0,Claimant
8216,09-02264,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.0,Claimant
8217,10-00728,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.0,Claimant
8218,11-00380,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0,Claimant
8219,10-05763,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.0,Respondent
8220,08-04586,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.0,Claimant
8221,09-04594,Group 1: Pro Se,South,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,721.0,Claimant
8222,10-03040,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.0,Claimant
8223,10-00353,Group 4: Multiple Representatives,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,544.0,Claimant
8224,09-07271,Group 2: One Non-Attorney,Midwest,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,574.0,Claimant
8225,10-03839,Group 3: One Attorney,Northeast,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,327.0,Respondent
8226,10-03226,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,351.0,Claimant
8227,10-04344,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,Respondent
8228,07-03310,Group 1: Pro Se,West,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1350.0,Claimant
8229,10-01449,Group 4: Multiple Representatives,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,Respondent
8230,10-01641,Group 2: One Non-Attorney,West,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,455.0,Claimant
8231,10-03470,Group 3: One Attorney,Northeast,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,351.0,Claimant
8232,09-03016,Group 2: One Non-Attorney,West,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,789.0,Claimant
8233,09-01516,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.0,Claimant
8235,09-06246,Group 3: One Attorney,South,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,629.0,Respondent
8236,10-02024,Group 3: One Attorney,West,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,448.0,Respondent
8239,10-02268,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,434.0,Claimant
8240,10-03480,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.0,Respondent
8241,10-04813,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0,Claimant
8242,09-07101,Group 3: One Attorney,West,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,574.0,Respondent
8243,10-01983,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.0,Claimant
8244,10-02252,Group 3: One Attorney,Midwest,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,430.0,Claimant
8246,09-02178,Group 3: One Attorney,Northeast,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,820.0,Respondent
8247,10-01584,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,470.0,Respondent
8248,10-03354,Group 2: One Non-Attorney,Northeast,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,359.0,Respondent
8249,09-01362,Group 3: One Attorney,South,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,857.0,Respondent
8250,10-02836,Group 3: One Attorney,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.0,Claimant
8251,11-00435,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,167.0,Claimant
8252,10-00548,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,527.0,Respondent
8253,09-06862,Group 3: One Attorney,Northeast,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,583.0,Respondent
8254,09-06493,Group 2: One Non-Attorney,West,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,604.0,Respondent
8255,10-04917,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,260.0,Claimant
8256,10-03549,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,341.0,Claimant
8257,10-02412,Group 2: One Non-Attorney,Northeast,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,420.0,Claimant
8258,11-00017,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,Claimant
8259,09-05645,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651.0,Respondent
8260,11-00041,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.0,Claimant
8261,09-00562,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.0,Claimant
8262,09-03980,Group 3: One Attorney,Northeast,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,740.0,Respondent
8263,10-05253,Group 1: Pro Se,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0,Claimant
8264,11-00109,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.0,Claimant
8265,10-05433,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,Claimant
8266,10-01380,Group 3: One Attorney,South,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,477.0,Claimant
8267,10-00555,Group 3: One Attorney,West,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,525.0,Claimant
8268,10-02618,Group 3: One Attorney,Northeast,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,404.0,Claimant
8269,10-04348,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.0,Claimant
8270,09-05934,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.0,Claimant
8271,09-05115,Group 3: One Attorney,Midwest,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,676.0,Respondent
8272,10-02517,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.0,Claimant
8273,10-01485,Group 3: One Attorney,Northeast,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,469.0,Respondent
8274,10-01995,Group 2: One Non-Attorney,Northeast,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,435.0,Respondent
8275,09-06578,Group 3: One Attorney,West,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,599.0,Respondent
8276,10-03178,Group 3: One Attorney,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.0,Claimant
8277,10-02276,Group 4: Multiple Representatives,West,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,420.0,Claimant
8278,10-00492,Group 2: One Non-Attorney,Northeast,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,521.0,Respondent
8279,10-01484,Group 3: One Attorney,Northeast,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,464.0,Claimant
8280,10-02710,Group 1: Pro Se,Northeast,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,392.0,Respondent
8281,11-00279,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0,Claimant
8282,11-00599,Group 1: Pro Se,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0,Respondent
8283,10-04642,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.0,Claimant
8285,09-04025,Group 2: One Non-Attorney,South,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,741.0,Respondent
8286,09-07185,Group 1: Pro Se,West,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,563.0,Respondent
8287,10-01051,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,491.0,Claimant
8288,10-05699,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0,Respondent
8289,10-03345,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,348.0,Claimant
8290,09-05719,Group 3: One Attorney,West,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,645.0,Respondent
8291,11-00646,Group 3: One Attorney,West,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,190.0,Respondent
8292,11-00647,Group 3: One Attorney,West,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,190.0,Respondent
8293,10-02871,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,380.0,Claimant
8294,09-07248,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,554.0,Respondent
8296,10-02366,Group 3: One Attorney,South,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.0,Claimant
8297,09-06757,Group 2: One Non-Attorney,South,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,583.0,Respondent
8298,09-06045,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,621.0,Claimant
8299,09-03094,Group 3: One Attorney,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.0,Claimant
8300,09-06118,Group 3: One Attorney,Northeast,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,620.0,Claimant
8301,10-05508,Group 3: One Attorney,West,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,209.0,Claimant
8302,10-01546,Group 3: One Attorney,West,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,461.0,Respondent
8303,07-02226,Group 4: Multiple Representatives,South,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1946.0,Claimant
8304,10-03740,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.0,Claimant
8305,10-04761,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.0,Claimant
8307,10-01866,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.0,Claimant
8308,09-03793,Group 3: One Attorney,Northeast,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,736.0,Respondent
8309,10-02458,Group 3: One Attorney,Northeast,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,402.0,Respondent
8310,10-02988,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.0,Claimant
8311,11-00098,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.0,Claimant
8312,09-05758,Group 3: One Attorney,Midwest,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,633.0,Claimant
8313,09-03662,Group 3: One Attorney,Midwest,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,746.0,Respondent
8315,09-05394,Group 3: One Attorney,South,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,654.0,Claimant
8316,10-01482,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,426.0,Respondent
8317,09-03299,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.0,Respondent
8318,09-06014,Group 3: One Attorney,South,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.0,Claimant
8319,10-01997,Group 3: One Attorney,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,428.0,Claimant
8320,11-00135,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,Claimant
8321,11-00233,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,Claimant
8322,09-04735,Group 3: One Attorney,Northeast,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,688.0,Respondent
8324,09-04144,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.0,Claimant
8325,10-02791,Group 3: One Attorney,Northeast,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.0,Respondent
8326,11-00485,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.0,Claimant
8327,09-03222,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,763.0,Respondent
8328,10-00520,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,512.0,Respondent
8329,10-03876,Group 2: One Non-Attorney,Northeast,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,302.0,Respondent
8330,09-04827,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,683.0,Claimant
